price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus_furnished,furnishingstatus_semi-furnished,furnishingstatus_unfurnished,RealPrice,PredictedPrice
5145000,7980,3,1,1,1,0,0,0,0,1,1,0,1,0,5145000.0,5378954.5
4900000,4120,2,1,1,1,0,1,0,0,1,0,0,1,0,4900000.0,3945753.2
4550000,3520,3,1,1,1,0,0,0,0,0,1,0,1,0,4550000.0,4058379.0
3850000,2176,2,1,2,1,1,0,0,0,0,1,0,1,0,3850000.0,4413922.0
3920000,8080,3,1,1,1,0,0,0,1,2,0,0,1,0,3920000.0,5736511.0
3500000,3512,2,1,1,1,0,0,0,0,1,1,0,0,1,3500000.0,3403070.8
3430000,4000,2,1,1,1,0,0,0,0,0,0,0,0,1,3430000.0,2749581.8
3150000,3450,3,1,2,1,0,1,0,0,0,0,0,1,0,3150000.0,4070311.0
4060000,4320,3,1,2,1,0,0,0,0,2,1,1,0,0,4060000.0,4940569.0
5943000,15600,3,1,1,1,0,0,0,1,2,0,0,1,0,5943000.0,6811004.5
3850000,7152,3,1,2,1,0,0,0,1,0,0,1,0,0,3850000.0,4891902.5
4760000,6321,3,1,2,1,0,1,0,1,1,0,1,0,0,4760000.0,5242234.5
2485000,3000,3,1,2,0,0,0,0,0,0,0,0,1,0,2485000.0,3279450.5
4795000,7000,3,1,2,1,0,1,0,0,0,0,0,0,1,4795000.0,3971483.5
5873000,11460,3,1,3,1,0,0,0,0,2,1,0,1,0,5873000.0,6817354.0
2940000,4960,2,1,1,1,0,0,0,0,0,0,0,0,1,2940000.0,2865549.2
4007500,3460,4,1,2,1,0,0,0,1,0,0,0,1,0,4007500.0,4499800.0
2135000,3000,2,1,1,0,0,0,0,0,0,0,0,0,1,2135000.0,2485876.0
2870000,3630,2,1,1,1,0,0,0,0,0,0,0,0,1,2870000.0,2706320.0
2870000,5400,4,1,2,1,0,0,0,0,0,0,0,0,1,2870000.0,3345441.2
3493000,4900,3,1,2,0,0,0,0,0,0,0,0,0,1,3493000.0,3207938.5
3920000,5500,4,1,2,1,1,1,0,0,0,0,0,1,0,3920000.0,4433225.5
4200000,4000,4,2,2,0,0,0,0,0,0,0,0,1,0,4200000.0,3761631.0
3395000,3640,2,1,1,1,0,0,0,0,0,0,1,0,0,3395000.0,3292124.5
3570000,4500,2,1,1,0,0,0,0,0,0,0,1,0,0,3570000.0,3037569.5
3255000,4500,2,1,1,0,0,0,0,0,0,0,0,1,0,3255000.0,3501641.5
6083000,4300,6,2,2,1,0,0,0,0,0,0,1,0,0,6083000.0,4421172.0
5215000,3180,3,2,2,1,0,0,0,0,2,0,0,1,0,5215000.0,5215533.0
3815000,3150,2,2,1,0,0,1,0,0,0,0,0,1,0,3815000.0,3410879.8
3570000,4500,4,2,2,1,0,1,0,0,2,0,1,0,0,3570000.0,5605529.0
3640000,3520,2,2,1,1,0,1,0,0,0,0,0,1,0,3640000.0,3816670.5
4095000,4040,2,1,2,1,0,0,0,0,1,0,0,1,0,4095000.0,4170443.0
5565000,4400,4,1,2,1,0,0,0,1,2,1,0,1,0,5565000.0,5976712.5
3150000,4095,2,1,1,1,0,0,0,0,2,0,0,1,0,3150000.0,4459589.5
4620000,4160,3,1,1,1,1,1,0,1,0,0,0,0,1,4620000.0,4840301.0
2590000,3600,2,1,1,1,0,0,0,0,0,0,0,0,1,2590000.0,2652638.2
3780000,5830,2,1,1,1,0,0,0,0,2,0,0,0,1,3780000.0,3661948.5
5390000,6710,3,2,2,1,1,1,0,0,1,1,1,0,0,5390000.0,6504788.0
4060000,4992,3,2,2,1,0,0,0,0,2,0,0,0,1,4060000.0,5352390.0
5740000,5400,4,2,2,1,0,0,0,1,2,0,0,0,1,5740000.0,6799919.0
4956000,2800,3,2,2,0,0,1,0,1,1,0,0,1,0,4956000.0,3840257.0
4480000,4040,3,1,2,1,0,0,0,0,1,0,0,1,0,4480000.0,4205717.0
4655000,3745,3,1,2,1,0,1,0,0,0,0,1,0,0,4655000.0,4112527.2
6020000,8000,3,1,1,1,1,1,0,1,2,1,0,1,0,6020000.0,7128908.5
5950000,6540,3,1,1,1,1,1,0,0,2,1,1,0,0,5950000.0,5651106.5
3500000,3640,2,1,1,1,0,0,0,0,1,0,0,1,0,3500000.0,3914274.0
4760000,10240,2,1,1,1,0,0,0,1,2,1,0,0,1,4760000.0,6134258.0
3115000,3000,3,1,1,0,0,0,0,1,0,0,0,0,1,3115000.0,2790464.8
3605000,4000,2,1,1,1,0,0,0,0,0,1,0,1,0,3605000.0,4067683.0
3836000,3350,3,1,2,1,0,0,0,0,0,0,0,0,1,3836000.0,3148524.2
5880000,6500,3,2,3,1,0,0,0,1,0,0,0,0,1,5880000.0,6239070.0
2100000,3360,2,1,1,1,0,0,0,0,1,0,0,0,1,2100000.0,2663751.0
4235000,6650,3,1,2,1,1,0,0,0,0,0,0,1,0,4235000.0,4291687.0
2800000,2650,3,1,2,1,0,1,0,0,1,0,0,0,1,2800000.0,3358219.5
3010000,2835,2,1,1,1,0,0,0,0,0,0,0,1,0,3010000.0,3396306.5
6125000,6420,3,1,3,1,0,1,0,0,0,1,0,0,1,6125000.0,5481924.0
3360000,4750,2,1,1,1,0,0,0,0,0,0,0,0,1,3360000.0,2951991.8
3675000,3600,2,1,1,1,0,0,0,0,0,0,1,0,0,3675000.0,3276815.2
5810000,4800,3,1,3,1,0,0,0,1,0,0,0,0,1,5810000.0,4462407.0
2310000,3180,2,1,1,1,0,0,0,0,0,0,0,0,1,2310000.0,2515706.5
7560000,6000,4,2,4,1,0,0,0,1,1,0,1,0,0,7560000.0,7870336.0
5250000,6540,4,2,2,0,0,0,0,1,0,0,0,1,0,5250000.0,5203796.5
6930000,8880,3,2,2,1,0,1,0,1,1,0,1,0,0,6930000.0,7321245.0
4270000,4360,4,1,2,1,0,0,0,0,0,0,1,0,0,4270000.0,3417459.8
6510000,8250,3,2,3,1,0,0,0,1,0,0,1,0,0,6510000.0,6755746.0
4550000,3640,3,1,2,1,0,0,0,1,0,0,1,0,0,4550000.0,4029405.2
5110000,11410,2,1,2,1,0,0,0,0,0,1,1,0,0,5110000.0,5715212.5
3290000,5880,3,1,1,1,0,0,0,0,1,0,0,0,1,3290000.0,3459481.5
5460000,3150,3,2,1,1,1,1,0,1,0,0,1,0,0,5460000.0,5613176.0
9310000,6550,4,2,2,1,0,0,0,1,1,1,0,1,0,9310000.0,7467572.5
8080940,7000,3,2,4,1,0,0,0,1,2,0,1,0,0,8080940.0,8027004.0
8400000,7950,5,2,2,1,0,1,1,0,2,0,0,0,1,8400000.0,9103736.0
5250000,5500,3,2,1,1,0,1,0,0,0,0,0,1,0,5250000.0,4825498.0
5600000,10500,4,2,2,1,0,0,0,0,1,0,0,1,0,5600000.0,6160551.0
3150000,3069,2,1,1,1,0,0,0,0,1,0,0,0,1,3150000.0,2590812.0
3535000,3850,3,1,1,1,0,0,0,0,2,0,0,0,1,3535000.0,3062795.8
4767000,3420,4,2,2,1,0,0,0,0,0,0,0,1,0,4767000.0,4233395.0
6300000,4100,3,2,3,1,0,0,0,1,2,0,0,1,0,6300000.0,6359979.5
7420000,6325,3,1,4,1,0,0,0,1,1,0,0,0,1,7420000.0,5847378.5
4585000,3840,3,1,2,1,0,0,0,0,1,1,0,1,0,4585000.0,4355062.0
3360000,3750,3,1,1,1,0,0,0,0,0,0,0,0,1,3360000.0,2813184.2
3780000,3600,2,1,1,1,0,0,0,0,0,0,0,1,0,3780000.0,3518289.2
3290000,6060,3,1,1,1,1,1,0,0,0,0,1,0,0,3290000.0,4838822.5
5229000,7085,3,1,1,1,1,1,0,0,2,1,0,1,0,5229000.0,5463014.5
3220000,3120,3,1,2,0,0,0,0,0,0,0,1,0,0,3220000.0,3024583.8
7840000,6360,3,2,4,1,0,0,0,1,0,1,1,0,0,7840000.0,7822021.0
2730000,4000,3,1,2,1,0,0,0,0,1,0,0,0,1,2730000.0,3233703.8
3220000,4370,3,1,2,1,0,0,0,0,0,0,0,0,1,3220000.0,3296481.5
4900000,5800,2,1,1,1,1,1,0,1,0,0,0,1,0,4900000.0,5505012.5
3500000,3990,3,1,2,1,0,0,0,0,0,0,0,1,0,3500000.0,3809557.0
4270000,2175,3,1,2,0,1,1,0,1,0,0,0,0,1,4270000.0,3299066.5
3745000,3480,2,1,1,1,0,0,0,0,0,1,0,1,0,3745000.0,3990223.0
3500000,5900,2,1,1,1,0,0,0,0,1,0,1,0,0,3500000.0,3954182.8
4480000,4510,4,1,2,1,0,0,0,1,2,0,0,1,0,4480000.0,5293967.5
3010000,4600,2,1,1,1,0,0,0,0,0,0,1,0,0,3010000.0,3586117.5
11410000,7420,4,1,2,1,1,1,0,1,2,0,1,0,0,11410000.0,7045696.5
4480000,4000,3,1,2,1,0,0,0,0,2,0,1,0,0,4480000.0,4205226.5
2590000,3600,2,2,2,1,0,1,0,0,1,0,1,0,0,2590000.0,4438756.0
6230000,6600,3,2,1,1,0,1,0,1,0,1,0,0,1,6230000.0,6945563.0
4690000,5170,3,1,4,1,0,0,0,1,0,0,0,1,0,4690000.0,5326401.0
2590000,4400,2,1,1,1,0,0,0,0,0,0,0,0,1,2590000.0,2866086.8
4893000,4995,4,2,1,1,0,1,0,0,0,0,0,1,0,4893000.0,4658011.0
2940000,3660,4,1,2,0,0,0,0,0,0,0,0,0,1,2940000.0,2981493.0
5250000,10269,3,1,1,1,0,0,0,0,1,1,0,1,0,5250000.0,5648897.0
6293000,6600,3,2,3,1,0,0,0,1,0,1,0,0,1,6293000.0,7299530.0
4200000,2747,4,2,2,0,0,0,0,0,0,0,0,1,0,4200000.0,3547326.5
4830000,4160,3,1,3,1,0,0,0,0,0,0,0,0,1,4830000.0,3514245.5
7070000,8880,2,1,1,1,0,0,0,1,1,0,0,1,0,7070000.0,4611627.0
3465000,5320,2,1,1,1,0,0,0,0,1,1,0,0,1,3465000.0,4010700.8
7490000,6600,3,1,4,1,0,0,0,1,3,1,1,0,0,7490000.0,7298963.0
8295000,4880,4,2,2,1,0,0,0,1,1,1,1,0,0,8295000.0,7200381.5
4403000,4920,3,1,2,1,0,0,0,0,1,0,0,1,0,4403000.0,4375961.5
3990000,6480,3,1,2,0,0,0,0,1,1,0,0,1,0,3990000.0,4380332.0
4900000,4520,3,1,2,1,0,1,0,1,0,0,0,1,0,4900000.0,4805742.0
2604000,2910,2,1,1,0,0,0,0,0,0,0,0,0,1,2604000.0,2644200.2
8400000,8875,3,1,1,1,0,0,0,0,1,0,0,1,0,8400000.0,4556313.5
2835000,3300,3,1,2,0,0,0,0,0,1,0,0,1,0,2835000.0,3786608.5
4690000,5400,2,1,2,1,0,0,0,0,0,1,0,1,0,4690000.0,4454273.0
4473000,3162,3,1,2,1,0,0,0,1,1,0,1,0,0,4473000.0,4233076.0
3640000,2275,3,1,3,1,0,0,1,1,0,1,0,1,0,3640000.0,6148500.0
4200000,5040,3,1,2,1,0,1,0,1,0,0,0,0,1,4200000.0,4769635.0
3360000,3500,4,1,2,1,0,0,0,1,2,0,0,0,1,3360000.0,4740368.5
5460000,6600,4,2,2,1,1,1,0,0,0,1,0,1,0,5460000.0,6582527.5
3500000,3036,3,1,2,1,0,1,0,0,0,0,0,1,0,3500000.0,3774695.8
2940000,3150,3,1,2,0,0,0,0,0,0,0,0,0,1,2940000.0,2777463.2
5740000,5000,3,1,3,1,0,0,0,1,0,0,0,1,0,5740000.0,4822203.0
7070000,6240,4,2,2,1,0,0,0,1,1,0,1,0,0,7070000.0,6481080.0
5775000,6000,3,2,4,1,0,0,0,1,0,0,0,0,1,5775000.0,6891213.5
5873000,5500,3,1,3,1,1,0,0,1,1,0,1,0,0,5873000.0,5959592.0
2275000,3970,1,1,1,0,0,0,0,0,0,0,0,0,1,2275000.0,2605377.0
9870000,8100,4,1,2,1,1,1,0,1,2,1,1,0,0,9870000.0,7767716.0
3990000,4100,4,1,1,0,0,1,0,0,0,0,0,0,1,3990000.0,3484222.0
3850000,3850,2,1,1,1,0,0,0,0,0,0,0,1,0,3850000.0,3167281.0
7000000,11175,3,1,1,1,0,1,0,1,1,1,1,0,0,7000000.0,7545349.0
4200000,4079,3,1,3,1,0,0,0,0,0,0,0,1,0,4200000.0,4433709.0
9240000,7800,3,2,2,1,0,0,0,0,0,1,0,1,0,9240000.0,6231423.5
5523000,6900,3,1,1,1,1,1,0,0,0,1,0,1,0,5523000.0,5130879.0
7875000,6550,3,1,2,1,0,1,0,1,0,1,1,0,0,7875000.0,6409462.5
3633000,3520,3,1,1,1,0,0,0,0,2,1,0,0,1,3633000.0,3509998.0
5110000,6100,3,1,1,1,0,1,0,1,0,1,0,1,0,5110000.0,5688309.5
2100000,3000,4,1,2,1,0,0,0,0,0,0,0,0,1,2100000.0,2928841.2
4830000,6040,3,1,1,1,0,0,0,0,2,1,0,1,0,4830000.0,3977071.5
3430000,3185,2,1,1,1,0,0,0,0,2,0,0,0,1,3430000.0,3213790.0
4270000,6360,2,1,1,1,0,0,0,0,0,0,1,0,0,4270000.0,3757359.2
2730000,6800,2,1,1,1,0,0,0,0,0,0,0,0,1,2730000.0,3358930.5
2835000,4350,3,1,2,0,0,0,1,0,1,0,0,0,1,2835000.0,3068903.2
3920000,2145,4,2,1,1,0,1,0,0,0,1,0,0,1,3920000.0,3012942.2
4620000,2870,2,1,2,1,1,1,0,0,0,1,0,1,0,4620000.0,4515400.5
4900000,3000,3,1,2,1,0,1,0,1,0,0,0,1,0,4900000.0,4606941.0
4893000,3420,4,2,2,1,0,1,0,1,2,0,0,1,0,4893000.0,7502939.5
4200000,2325,3,1,2,0,0,0,0,0,0,0,0,1,0,4200000.0,2876100.5
2485000,4400,3,1,2,1,0,0,0,0,0,0,0,0,1,2485000.0,3218160.2
4515000,3450,3,1,2,1,0,1,0,0,1,0,0,1,0,4515000.0,3864187.2
1960000,3420,5,1,2,0,0,0,0,0,0,0,0,0,1,1960000.0,3007850.0
3129000,5495,3,1,1,1,0,1,0,0,0,0,0,0,1,3129000.0,3158051.5
1750000,3620,2,1,1,1,0,0,0,0,0,0,0,0,1,1750000.0,2847336.2
4200000,4500,3,1,1,1,0,1,0,0,0,0,1,0,0,4200000.0,3924933.8
3780000,3420,2,1,2,1,0,0,1,0,1,0,0,1,0,3780000.0,3897578.5
4375000,3900,3,1,2,1,0,0,0,0,0,0,0,0,1,4375000.0,3097436.5
3150000,3450,1,1,1,1,0,0,0,0,0,0,1,0,0,3150000.0,2704886.2
4900000,4095,3,1,2,0,1,1,0,1,0,0,0,1,0,4900000.0,4184647.2
5460000,6100,3,1,3,1,1,0,0,1,0,1,0,1,0,5460000.0,6288600.5
7700000,6000,4,2,4,1,0,0,0,0,2,0,0,1,0,7700000.0,6513496.0
4830000,6862,3,1,2,1,0,0,0,1,2,1,1,0,0,4830000.0,6871589.5
3500000,9500,3,1,2,1,0,0,0,0,3,1,0,0,1,3500000.0,6630958.0
5040000,7600,4,1,2,1,0,0,0,1,2,0,1,0,0,5040000.0,5683021.0
4130000,4632,4,1,2,1,0,0,0,1,0,0,0,1,0,4130000.0,5304068.0
4473000,6360,2,1,1,1,0,1,0,1,1,0,1,0,0,4473000.0,4585315.5
6160000,4500,3,1,4,1,0,0,0,1,0,0,0,0,1,6160000.0,5118910.5
7350000,5150,3,2,4,1,0,0,0,1,2,0,0,1,0,7350000.0,7062246.0
3500000,4600,4,1,2,1,0,0,0,0,0,0,0,1,0,3500000.0,4272681.0
12250000,8960,4,4,4,1,0,0,0,1,3,0,1,0,0,12250000.0,10959126.0
2660000,2430,3,1,1,0,0,0,0,0,0,0,0,0,1,2660000.0,2315835.8
3710000,3600,3,1,1,1,0,0,0,0,1,0,0,0,1,3710000.0,3229434.2
7420000,7440,3,2,1,1,1,1,0,1,0,1,0,1,0,7420000.0,8191407.0
3360000,4960,4,1,3,0,0,0,0,0,0,0,0,1,0,3360000.0,4645856.5
6629000,6000,3,1,2,1,0,0,1,0,1,1,0,1,0,6629000.0,6190656.0
4900000,6300,3,1,1,1,0,0,0,1,2,0,0,1,0,4900000.0,5257642.0
8120000,6840,5,1,2,1,1,1,0,1,1,0,1,0,0,8120000.0,6694851.0
3290000,2500,2,1,1,0,0,0,0,1,0,0,0,0,1,3290000.0,2878275.2
4410000,3968,3,1,2,0,0,0,0,0,0,0,0,1,0,4410000.0,3250832.8
3332000,2145,3,1,2,1,0,1,0,0,0,1,1,0,0,3332000.0,3615154.5
3143000,4500,3,1,2,1,0,0,0,1,0,0,0,0,1,3143000.0,4411665.0
3220000,4320,3,1,1,0,0,0,0,0,1,0,0,0,1,3220000.0,2791394.2
3675000,3630,2,1,1,1,0,1,0,0,0,0,1,0,0,3675000.0,3383494.2
6419000,6750,2,1,1,1,1,1,0,0,2,1,1,0,0,6419000.0,5815153.5
3885000,3180,4,2,2,1,0,0,0,0,0,0,1,0,0,3885000.0,4094194.2
2345000,3640,2,1,1,1,0,0,0,0,0,0,0,0,1,2345000.0,2850977.5
7350000,6000,4,2,4,1,1,0,0,1,1,0,1,0,0,7350000.0,7138339.5
3850000,2015,3,1,2,1,0,1,0,0,0,1,0,1,0,3850000.0,3866237.5
4410000,4900,2,1,2,1,0,1,0,0,0,0,0,1,0,4410000.0,3486769.0
4550000,3760,3,1,1,1,0,0,0,0,2,0,0,1,0,4550000.0,3639622.2
9240000,3500,4,2,2,1,0,0,1,0,2,0,1,0,0,9240000.0,5711038.0
4095000,5600,2,1,1,1,0,0,0,1,0,0,0,1,0,4095000.0,4299389.0
6475000,7410,3,1,1,1,1,1,0,1,2,1,0,0,1,6475000.0,6341364.5
3500000,4240,3,1,2,1,0,0,0,1,0,0,0,1,0,3500000.0,5242485.5
4340000,3500,4,1,2,1,0,0,0,0,2,0,1,0,0,4340000.0,4539736.5
5320000,7800,3,1,1,1,0,1,0,1,2,1,0,0,1,5320000.0,6350220.5
3990000,4500,3,2,2,0,0,1,0,1,0,0,0,1,0,3990000.0,4999524.5
1855000,2990,2,1,1,0,0,0,0,0,1,0,0,0,1,1855000.0,2943390.0
5803000,7000,3,1,1,1,0,1,0,0,2,1,0,1,0,5803000.0,5029841.5
4165000,4840,3,1,2,1,0,0,0,0,1,0,0,1,0,4165000.0,4154244.2
2870000,3040,2,1,1,0,0,0,0,0,0,0,0,0,1,2870000.0,2388246.0
2240000,1950,3,1,1,0,0,0,1,0,0,0,0,0,1,2240000.0,1334075.2
2653000,3185,2,1,1,1,0,0,0,1,0,0,0,0,1,2653000.0,3246786.8
4060000,3000,4,1,3,1,0,1,0,1,2,0,0,1,0,4060000.0,6136427.5
4550000,2550,3,1,2,1,0,1,0,0,0,0,1,0,0,4550000.0,3156239.8
5040000,3540,2,1,1,0,1,1,0,0,0,0,0,1,0,5040000.0,2859529.8
2961000,3000,2,1,2,1,0,0,0,0,0,0,0,1,0,2961000.0,3491781.0
2520000,2880,3,1,1,0,0,0,0,0,0,0,0,0,1,2520000.0,2353754.8
7210000,7680,4,2,4,1,1,0,0,1,1,0,0,1,0,7210000.0,7157229.0
2975000,4352,4,1,2,0,0,0,0,0,1,0,0,0,1,2975000.0,3639233.2
4515000,9860,3,1,1,1,0,0,0,0,0,0,0,1,0,4515000.0,5034064.5
8680000,7155,3,2,1,1,1,1,0,1,2,0,0,0,1,8680000.0,7495565.0
4095000,3680,3,2,2,1,0,0,0,0,0,0,0,1,0,4095000.0,4385959.5
3115000,3500,2,1,1,1,0,0,0,0,0,0,0,0,1,3115000.0,2823688.8
5460000,6210,4,1,4,1,1,0,0,1,0,0,1,0,0,5460000.0,4918638.0
4305000,4400,2,1,1,1,0,0,0,0,1,0,0,1,0,4305000.0,3295067.8
5040000,10700,3,1,2,1,1,1,0,0,0,0,0,1,0,5040000.0,4881823.5
3570000,3640,2,1,1,1,0,0,0,0,0,0,0,0,1,3570000.0,2850977.5
3430000,1950,3,2,2,1,0,1,0,0,0,1,0,0,1,3430000.0,4181536.2
2835000,2640,2,1,1,0,0,0,0,0,1,0,1,0,0,2835000.0,3436620.8
3850000,4080,2,1,1,1,0,0,0,0,0,0,0,1,0,3850000.0,3148087.8
4165000,4046,3,1,2,1,0,1,0,0,1,0,0,1,0,4165000.0,4076697.2
5866000,4800,3,1,1,1,1,1,0,0,0,0,0,0,1,5866000.0,3732241.2
6265000,6000,4,1,3,1,1,1,0,0,0,1,0,0,1,6265000.0,4534380.5
3640000,3180,3,1,2,0,0,1,0,0,0,0,0,1,0,3640000.0,3352934.2
6475000,3960,3,1,1,1,0,1,0,0,2,0,0,1,0,6475000.0,4195494.0
3115000,3850,3,1,2,1,0,0,0,0,0,0,0,0,1,3115000.0,3085364.0
3990000,4050,2,1,2,1,1,1,0,0,0,1,0,0,1,3990000.0,4131227.2
4865000,4350,2,1,1,1,0,1,0,0,0,0,0,0,1,4865000.0,2271861.5
3010000,3090,3,1,2,0,0,0,0,0,0,0,0,1,0,3010000.0,3043132.0
5950000,7231,3,1,2,1,1,1,0,1,0,1,0,1,0,5950000.0,6316749.0
8750000,4320,3,1,2,1,0,1,1,0,2,0,0,1,0,8750000.0,5118898.5
6755000,6000,4,2,4,1,0,0,0,1,0,0,0,0,1,6755000.0,6190445.5
6160000,5450,4,2,1,1,0,1,0,1,0,1,0,1,0,6160000.0,7230939.5
4340000,4500,3,2,3,1,0,0,1,0,1,0,1,0,0,4340000.0,5676500.5
3290000,4040,2,1,1,1,0,0,0,0,0,0,0,0,1,3290000.0,2921061.0
6195000,5500,3,2,4,1,1,0,0,1,1,0,0,1,0,6195000.0,7480423.5
